kpi_delivered_total,kpi_throughput_per_100_steps,kpi_mean_backlog,kpi_peak_backlog,kpi_rest_ratio,kpi_delivered_pct,kpi_remaining_work_pct,kpi_completion_pct,kpi_human_utilization,kpi_drone_utilization,episode_fatigue_increase_total,episode_delivered_delta_total,kpi_mean_fatigue,kpi_peak_fatigue,kpi_fatigue_hi_ratio,r_delivery_per_step,r_fatigue_inc_per_step,r_backlog_per_step,r_fatigue_level_per_step,r_total_per_step,episode,rollout_mean_reward
19,7.916666666666667,1.825,5,0.2808333333333333,1.0503040353786623,81.86843559977888,18.131564400221123,0.6891666666666667,0.31666666666666665,3.3467396090834542,19,0.34735371795241626,0.6333159648570097,0.0,0.2375,-0.020917122556771632,-0.0008295454545454564,-0.0006290853780903598,0.13736954401057758,0,32.96869056253862
19,7.916666666666667,1.825,5,0.2808333333333333,1.0503040353786623,81.86843559977888,18.131564400221123,0.6891666666666667,0.31666666666666665,3.3467396090834542,19,0.34735371795241626,0.6333159648570097,0.0,0.2375,-0.020917122556771632,-0.0008295454545454564,-0.0006290853780903598,0.13736954401057758,1,32.96869056253862
19,7.916666666666667,1.825,5,0.2808333333333333,1.0503040353786623,81.86843559977888,18.131564400221123,0.6891666666666667,0.31666666666666665,3.3467396090834542,19,0.34735371795241626,0.6333159648570097,0.0,0.2375,-0.020917122556771632,-0.0008295454545454564,-0.0006290853780903598,0.13736954401057758,2,32.96869056253862
19,7.916666666666667,1.825,5,0.2808333333333333,1.0503040353786623,81.86843559977888,18.131564400221123,0.6891666666666667,0.31666666666666665,3.3467396090834542,19,0.34735371795241626,0.6333159648570097,0.0,0.2375,-0.020917122556771632,-0.0008295454545454564,-0.0006290853780903598,0.13736954401057758,3,32.96869056253862
19,7.916666666666667,1.825,5,0.2808333333333333,1.0503040353786623,81.86843559977888,18.131564400221123,0.6891666666666667,0.31666666666666665,3.3467396090834542,19,0.34735371795241626,0.6333159648570097,0.0,0.2375,-0.020917122556771632,-0.0008295454545454564,-0.0006290853780903598,0.13736954401057758,4,32.96869056253862
19,7.916666666666667,1.825,5,0.2808333333333333,1.0503040353786623,81.86843559977888,18.131564400221123,0.6891666666666667,0.31666666666666665,3.3467396090834542,19,0.34735371795241626,0.6333159648570097,0.0,0.2375,-0.020917122556771632,-0.0008295454545454564,-0.0006290853780903598,0.13736954401057758,5,32.96869056253862
19,7.916666666666667,1.825,5,0.2808333333333333,1.0503040353786623,81.86843559977888,18.131564400221123,0.6891666666666667,0.31666666666666665,3.3467396090834542,19,0.34735371795241626,0.6333159648570097,0.0,0.2375,-0.020917122556771632,-0.0008295454545454564,-0.0006290853780903598,0.13736954401057758,6,32.96869056253862
19,7.916666666666667,1.825,5,0.2808333333333333,1.0503040353786623,81.86843559977888,18.131564400221123,0.6891666666666667,0.31666666666666665,3.3467396090834542,19,0.34735371795241626,0.6333159648570097,0.0,0.2375,-0.020917122556771632,-0.0008295454545454564,-0.0006290853780903598,0.13736954401057758,7,32.96869056253862
19,7.916666666666667,1.825,5,0.2808333333333333,1.0503040353786623,81.86843559977888,18.131564400221123,0.6891666666666667,0.31666666666666665,3.3467396090834542,19,0.34735371795241626,0.6333159648570097,0.0,0.2375,-0.020917122556771632,-0.0008295454545454564,-0.0006290853780903598,0.13736954401057758,8,32.96869056253862
19,7.916666666666667,1.825,5,0.2808333333333333,1.0503040353786623,81.86843559977888,18.131564400221123,0.6891666666666667,0.31666666666666665,3.3467396090834542,19,0.34735371795241626,0.6333159648570097,0.0,0.2375,-0.020917122556771632,-0.0008295454545454564,-0.0006290853780903598,0.13736954401057758,9,32.96869056253862
