kpi_delivered_total,kpi_throughput_per_100_steps,kpi_mean_backlog,kpi_peak_backlog,kpi_rest_ratio,kpi_delivered_pct,kpi_remaining_work_pct,kpi_completion_pct,kpi_human_utilization,kpi_drone_utilization,episode_fatigue_increase_total,episode_delivered_delta_total,kpi_mean_fatigue,kpi_peak_fatigue,kpi_fatigue_hi_ratio,r_delivery_per_step,r_fatigue_inc_per_step,r_backlog_per_step,r_fatigue_level_per_step,r_total_per_step,episode,rollout_mean_reward
16,6.666666666666667,0.0,0,0.0,0.8844665561083471,81.97899391929242,18.02100608070758,0.9833333333333333,0.0,4.999999999999999,16,0.7144465515872876,1.0,0.6525,0.2,-0.03125000000000002,0.0,-0.4994310664701555,-0.3817743998034894,0,-91.62585595283745
16,6.666666666666667,0.0,0,0.0,0.8844665561083471,81.97899391929242,18.02100608070758,0.9833333333333333,0.0,4.999999999999999,16,0.7144465515872876,1.0,0.6525,0.2,-0.03125000000000002,0.0,-0.4994310664701555,-0.3817743998034894,1,-91.62585595283745
16,6.666666666666667,0.0,0,0.0,0.8844665561083471,81.97899391929242,18.02100608070758,0.9833333333333333,0.0,4.999999999999999,16,0.7144465515872876,1.0,0.6525,0.2,-0.03125000000000002,0.0,-0.4994310664701555,-0.3817743998034894,2,-91.62585595283745
16,6.666666666666667,0.0,0,0.0,0.8844665561083471,81.97899391929242,18.02100608070758,0.9833333333333333,0.0,4.999999999999999,16,0.7144465515872876,1.0,0.6525,0.2,-0.03125000000000002,0.0,-0.4994310664701555,-0.3817743998034894,3,-91.62585595283745
16,6.666666666666667,0.0,0,0.0,0.8844665561083471,81.97899391929242,18.02100608070758,0.9833333333333333,0.0,4.999999999999999,16,0.7144465515872876,1.0,0.6525,0.2,-0.03125000000000002,0.0,-0.4994310664701555,-0.3817743998034894,4,-91.62585595283745
16,6.666666666666667,0.0,0,0.0,0.8844665561083471,81.97899391929242,18.02100608070758,0.9833333333333333,0.0,4.999999999999999,16,0.7144465515872876,1.0,0.6525,0.2,-0.03125000000000002,0.0,-0.4994310664701555,-0.3817743998034894,5,-91.62585595283745
16,6.666666666666667,0.0,0,0.0,0.8844665561083471,81.97899391929242,18.02100608070758,0.9833333333333333,0.0,4.999999999999999,16,0.7144465515872876,1.0,0.6525,0.2,-0.03125000000000002,0.0,-0.4994310664701555,-0.3817743998034894,6,-91.62585595283745
16,6.666666666666667,0.0,0,0.0,0.8844665561083471,81.97899391929242,18.02100608070758,0.9833333333333333,0.0,4.999999999999999,16,0.7144465515872876,1.0,0.6525,0.2,-0.03125000000000002,0.0,-0.4994310664701555,-0.3817743998034894,7,-91.62585595283745
16,6.666666666666667,0.0,0,0.0,0.8844665561083471,81.97899391929242,18.02100608070758,0.9833333333333333,0.0,4.999999999999999,16,0.7144465515872876,1.0,0.6525,0.2,-0.03125000000000002,0.0,-0.4994310664701555,-0.3817743998034894,8,-91.62585595283745
16,6.666666666666667,0.0,0,0.0,0.8844665561083471,81.97899391929242,18.02100608070758,0.9833333333333333,0.0,4.999999999999999,16,0.7144465515872876,1.0,0.6525,0.2,-0.03125000000000002,0.0,-0.4994310664701555,-0.3817743998034894,9,-91.62585595283745
