num_healthy_workers,actor_manager_num_outstanding_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_env_steps_sampled_lifetime,num_agent_steps_sampled_lifetime,num_steps_trained_this_iter,agent_timesteps_total,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,env_runners/episode_reward_max,env_runners/episode_reward_min,env_runners/episode_reward_mean,env_runners/episode_len_mean,env_runners/episodes_timesteps_total,env_runners/num_faulty_episodes,env_runners/num_episodes,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/episode_return_mean,env_runners/episodes_this_iter,timers/training_iteration_time_ms,timers/restore_workers_time_ms,timers/training_step_time_ms,timers/sample_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,env_runners/hist_stats/episode_reward,env_runners/hist_stats/episode_lengths
0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,11,979c8_00000,2026-03-23_18-15-49,1774286149,1.9934580326080322,81.84157395362854,24812,DESKTOP-1HI26E8,127.0.0.1,81.84157395362854,11,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,1985.466,1985.265,0.201,0.201,0,0,0,0,79.1,49.650000000000006,0.01,0.2592818759159746,[],[]
0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,12,979c8_00000,2026-03-23_18-15-51,1774286151,1.9919943809509277,83.83356833457947,24812,DESKTOP-1HI26E8,127.0.0.1,83.83356833457947,12,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,1989.075,1988.774,0.301,0.301,0,0,0,0,88.46666666666665,49.93333333333334,0.03,0.259444715844325,[],[]
0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,13,979c8_00000,2026-03-23_18-15-53,1774286153,2.0091986656188965,85.84276700019836,24812,DESKTOP-1HI26E8,127.0.0.1,85.84276700019836,13,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,1991.388,1990.986,0.402,0.402,0,0,0,0,87.19999999999999,50.0,0.01,0.2597703957010259,[],[]
0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,14,979c8_00000,2026-03-23_18-15-55,1774286155,1.9988276958465576,87.84159469604492,24812,DESKTOP-1HI26E8,127.0.0.1,87.84159469604492,14,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,1990.936,1990.535,0.402,0.402,0,0,0,0,96.10000000000001,50.1,0.12333333333333334,0.26168376485914346,[],[]
0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,15,979c8_00000,2026-03-23_18-15-57,1774286157,1.9894065856933594,89.83100128173828,24812,DESKTOP-1HI26E8,127.0.0.1,89.83100128173828,15,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,1991.064,1990.563,0.502,0.502,0,0,0,0,91.65,50.1,0.16,0.25848803126526626,[],[]
0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,16,979c8_00000,2026-03-23_18-15-59,1774286159,1.9852123260498047,91.81621360778809,24812,DESKTOP-1HI26E8,127.0.0.1,91.81621360778809,16,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,1991.373,1990.871,0.502,0.502,0,0,0,0,90.76666666666667,50.166666666666664,0.08333333333333333,0.2551294577430386,[],[]
0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,17,979c8_00000,2026-03-23_18-16-01,1774286161,1.9914202690124512,93.80763387680054,24812,DESKTOP-1HI26E8,127.0.0.1,93.80763387680054,17,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,1991.227,1990.725,0.502,0.502,0,0,0,0,85.85,50.2,0.11,0.25482413287738154,[],[]
0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,18,979c8_00000,2026-03-23_18-16-03,1774286163,1.9935688972473145,95.80120277404785,24812,DESKTOP-1HI26E8,127.0.0.1,95.80120277404785,18,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,1990.839,1990.337,0.502,0.502,0,0,0,0,89.33333333333333,50.20000000000001,0.016666666666666666,0.25484448786842534,[],[]
0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,19,979c8_00000,2026-03-23_18-16-05,1774286165,1.9973812103271484,97.798583984375,24812,DESKTOP-1HI26E8,127.0.0.1,97.798583984375,19,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,1992.833,1992.331,0.502,0.502,0,0,0,0,81.65,50.150000000000006,0.015,0.25537371763556427,[],[]
0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,20,979c8_00000,2026-03-23_18-16-07,1774286167,1.9907166957855225,99.78930068016052,24812,DESKTOP-1HI26E8,127.0.0.1,99.78930068016052,20,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,1993.718,1993.216,0.502,0.502,0,0,0,0,75.26666666666667,50.0,0.013333333333333334,0.2544780980296369,[],[]
0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,21,979c8_00000,2026-03-23_18-16-09,1774286169,1.99068021774292,101.77998089790344,24812,DESKTOP-1HI26E8,127.0.0.1,101.77998089790344,21,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,1993.44,1993.14,0.3,0.3,0,0,0,0,71.56666666666668,50.03333333333333,0.08333333333333333,0.2551701677251262,[],[]
0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,22,979c8_00000,2026-03-23_18-17-12,1774286232,62.54952788352966,164.3295087814331,24812,DESKTOP-1HI26E8,127.0.0.1,164.3295087814331,22,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,7849.481,1800.615,6048.866,6048.866,0,0,0,0,23.79240506329114,50.391139240506334,0.07974683544303797,0.2584949880343571,[],[]
0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,23,979c8_00000,2026-03-23_18-17-14,1774286234,1.948411226272583,166.2779200077057,24812,DESKTOP-1HI26E8,127.0.0.1,166.2779200077057,23,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,7843.502,1794.737,6048.766,6048.766,0,0,0,0,98.85,43.650000000000006,0.14,0.25952613580850026,[],[]
0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,24,979c8_00000,2026-03-23_18-17-16,1774286236,1.9835269451141357,168.26144695281982,24812,DESKTOP-1HI26E8,127.0.0.1,168.26144695281982,24,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,7842.073,1793.307,6048.766,6048.766,0,0,0,0,95.26666666666667,44.73333333333333,0.17666666666666667,0.25956684579058786,[],[]
0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,25,979c8_00000,2026-03-23_18-17-18,1774286238,1.9815258979797363,170.24297285079956,24812,DESKTOP-1HI26E8,127.0.0.1,170.24297285079956,25,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,7841.285,1792.619,6048.666,6048.666,0,0,0,0,91.5,47.8,0.15000000000000002,0.25830483634587204,[],[]
0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,26,979c8_00000,2026-03-23_18-17-20,1774286240,2.009648323059082,172.25262117385864,24812,DESKTOP-1HI26E8,127.0.0.1,172.25262117385864,26,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,7843.628,1794.962,6048.666,6048.666,0,0,0,0,83.23333333333333,48.166666666666664,0.11333333333333334,0.2578163165608207,[],[]
0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,27,979c8_00000,2026-03-23_18-17-22,1774286242,1.9851725101470947,174.23779368400574,24812,DESKTOP-1HI26E8,127.0.0.1,174.23779368400574,27,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,7843.003,1794.242,6048.666,6048.666,0,0,0,0,87.6,48.8,0.11000000000000001,0.2584880312652662,[],[]
0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,28,979c8_00000,2026-03-23_18-17-24,1774286244,1.9947786331176758,176.2325723171234,24812,DESKTOP-1HI26E8,127.0.0.1,176.2325723171234,28,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,7843.224,1794.463,6048.666,6048.666,0,0,0,0,94.39999999999999,49.300000000000004,0.14,0.25948542582641265,[],[]
0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,29,979c8_00000,2026-03-23_18-17-26,1774286246,1.9912395477294922,178.2238118648529,24812,DESKTOP-1HI26E8,127.0.0.1,178.2238118648529,29,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,7842.61,1793.849,6048.666,6048.666,0,0,0,0,82.65,49.849999999999994,0.14,0.25940400586223744,[],[]
0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,30,979c8_00000,2026-03-23_18-17-28,1774286248,1.9917984008789062,180.2156102657318,24812,DESKTOP-1HI26E8,127.0.0.1,180.2156102657318,30,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,7842.718,1793.957,6048.666,6048.666,0,0,0,0,89.2,49.96666666666667,0.12333333333333334,0.25915974596971175,[],[]
0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,31,979c8_00000,2026-03-23_18-17-30,1774286250,1.9947266578674316,182.21033692359924,24812,DESKTOP-1HI26E8,127.0.0.1,182.21033692359924,31,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,7843.123,1794.361,6048.666,6048.666,0,0,0,0,89.4,50.1,0.14,0.258304836345872,[],[]
0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,False,32,979c8_00000,2026-03-23_18-17-32,1774286252,1.9951167106628418,184.20545363426208,24812,DESKTOP-1HI26E8,127.0.0.1,184.20545363426208,32,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,nan,nan,0,1987.294,1987.198,0.0,0.0,0,0,0,0,83.4,50.03333333333334,0.043333333333333335,0.2582234163816968,[],[]
